Content,Label
: nuova scossa di #terremoto avvertita qui a #Milano. Più breve ( sec.) ma abbastanza intenza,pos
Appena sentita una forte e lunga scossa di #terremoto a #Roma,pos
#Terremoto leve en Osuna (Sevilla) a las :. Detalles:  ,neg
Después del terremoto viene la reconstruccin: la importancia de la resiliencia #México ,neg
Se avecina un terremoto masivo? La actividad ssmica en el Anillo de Fuego desata las alarmas ,neg
Tweettiamo del #terremoto anzichè salvarci il culo! #mecompreso,pos
Bella scossa di #terremoto a Verona,pos
Altra scossa di #terremoto a Parma,pos
svegliato dal #terremoto,pos
" Terremoto , en Alaska: Onemi evala posible amenaza de tsunami para las costas de Chile    ",neg
Eolie: Scosse di terremoto nel tardo pomeriggio... ,neg
"Altre scosse, rievacuiamo la scuola #terremoto @marko",pos
@AndreaM @MarioGiunta @Coos @EmanueleCorazzi Gente della notte che ha sentito il terremoto...,pos
Confirman hackeo millonario de tarjetas para las vctimas del terremoto en  va @discoduro,neg
RAGA MA IL TERREMOTO????,pos
Ragazzi a Roma chi ha sentito la scossa di terremoto? #GFvip,pos
Animacin de la propagacin de las ondas ssmicas del terremoto de Honduras del   a su paso por Costa Rica. ,neg
El Anillo de Fuego anuncia un terremoto masivo?  ,neg
Da Cavezzo a Forlì ci vogliono  secondi perchè arrivi il #terremoto!,pos
Sopralluoghi a Modena per verificare i danni. Il num è . A Reggio Emilia un Hotel dà camere gratuitamente  #terremoto,pos
"Scossa di terremoto, anche abbastanza lunghetta.",pos
"Terremoto . km NE of Loreto, Mexico  Profundidad:  Km. ",neg
"(((ALERTA SSMICA))) de lex Backman EL INDICADOR SSMICO HA CAMBIADO DE ROJO (M.M.) A ROSA/MAGENTA CON PROBABILIDAD DE MEGATERREMOTOS (M.M.) hasta el  de marzo,  Favor de tomar medidas de prevencin y tener un plan de accin en caso de terremoto en su regin.",neg
"Terremoto , vicino Perugia @RaiNews",pos
Forte scossa di terremoto a LAquila avvertita anche nelle Marche ,neg
terremoto sussultorio molto forte.,pos
Terremoto en el ftbol base  va @diarioas,neg
O terremoto vai acontecer é dia  de abril.Lula na cadeia #STFVergonhaNacional,neg
"#notizie #Perugia Terremoto, patto contro sciacalli e furbetti della ricostruzione: Verifica...  #Umbria #Italia",pos
Sentito forte anche a Viterbo  #terremoto,pos
Pensavo fosse mia sorella che mi stesse scuotendo i piedi ed invece era il terremoto,pos
Anche qui a Gatteo in Romagna si è sentita la scossa di #terremoto di poco fa,pos
/ : Ceci : Llevamos mate o terere hoy ? / : Mar Lemos : Unos terremoto pa tu cola.  JAJAJAJAJ q ENFERMA soy.,neg
#terremoto in Abruzzo,pos
Un fuerte terremoto sacudi el sudoeste de México    Compartido desde mi feed de Google,neg
JAJAJAJ terremoto JAJAJA ,neg
Svegliata nella notte da un terremoto della madonna e che cazzooooo,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo #sismo ,neg
Nuova scossa molte forte avvertita anche in brianza. #terremoto #milano,pos
Terremoto en Turqua  .  ,neg
"Al menos  muertos y ms de  heridos: los estragos que caus el potente terremoto de , que sacudi Turqua y Grecia (VIDEOS)  RT ",neg
Gadgets: As se ha visto en Espaa el terremoto que ha sacudido Alaska esta maana: La ,neg
#mai ballato così tanto... #terremoto,pos
"@cansinoroyal Yo, gracias a por si te lo perdiste, hoy me he enterado de que estaba a diez kilmetros del epicentro de un terremoto ",neg
anche in questo momento avvertita leggera scossa qui a Campi Bisenzio provinica di Firenze #Terremoto,pos
"Dos terremotos, de magnitud , y  sacuden Papa Nueva Guinea (foto @chematierra)  Un terremoto de magnitud... ",neg
Terremoto de . atinge Alasca e gera alerta de tsunami ,neg
C'è stata qualche scossa di terremoto qualche minuto fa?,pos
Cazzo di botta di terremoto,pos
"@terremoto a Milano, due forti scosse registrate a distanza di qualche minuto. Scossa avvertita da molti residenti",pos
Pronostican inminente terremoto devastador en la zona noroccidental del Pacfico ,neg
"Scossa di terremoto nella notte Ogni volta abbiamo paura, tornano ricordi drammatici ",neg
"Supportare le giovani imprese delle Marche che, nel contesto di forte discontinuità e incertezza creato dal terremoto del... ",neg
"O terremoto foi sentido em todo o Brasil menos Norte e Nordeste e partes de CentroOeste, Sul e do Sudeste. ",neg
Svegliato dal terremoto a Milano! Ma li mortacccccc!!,pos
"En atencin a nuestro 'Plan de Prevencin y Atencin de Emergencias', realizamossimulacro nocturno de evacuacin en situacin de terremoto, con  participantes entre Estudiantes y Auxiliares del CC,  funcionarios al mando y las Brigadas de Emergencia #EPN @DirectoraEPN ",neg
Terremoto di magnitudo . nel Mar dei Caraibi  ,neg
"MORTAL ERROR: UN GRUPO DE SECRETARIOS JUDICIALES QUEDARON ATRAPADOS ESTA MAANA EN COMPLEJO JUDICIAL MANAGUA: despues del terremoto de magnitud  se evacuo visitantes, jueces, magistrados, periodistas, pero la seguridad interna Fallo al dejarlos enllavados en do piso ",neg
"@eldarsin El nimo de destruir todo lo que sea del PP, no les deja ver la realidad   y es que fuera se valora ms lo que Espaa ha mejorado después del terremoto Zapatero. Lo que es bueno para Espaa, lo es bueno para m. Y eso no quiere decir que tragué entero!!",neg
Roma. Una forte e lunga scossa di terremoto.....da paura....,pos
"Terremoto in Emilia: magnitudo .: La scossa è stata avvertita in tutto il Nord Italia. Da Firenze a Bolzano, d... ",pos
#Pisa avverto scossa #terremoto :,pos
"#terremoto anche a Calvenzano prov bg, ero in ufficio da sola, pauraaaaa!!!",pos
Tu treMi....terremoto....,pos
Di nuovo #terremoto a Ferrara,pos
"Tsunami, seis muertos y  heridos por terremoto en el oeste de Turqua  ",neg
@SoffiGi's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,neg
#terremoto #mantova #casaloldo scossa di terremoto avvertita,pos
#terremoto ancora!!!!!,pos
Ore  e  terremoto a Verona..,pos
M.UZBEKISTAN ORIENTAL .km // :: UTC #Sismo #Terremoto (G) (USGS),neg
@LucianoCannito dopo il terremoto politico con gli arresti e gli scandali la terra si ribella alla troppa schifezza degli uomini che ospita,pos
"Los  vecinos de la calle Carranza describen lo sucedido como un terremoto. Han sido alojados en un hotel y no podrn volver a sus casas en dos semanas. Hoy @JorgeLimia conoce ms detalles, #MD @telemadrid",neg
Ancora una scossa bella grossa cazzo! #terremoto,pos
Mi sono svegliato..... Ma cos'era? #terremoto ?,pos
Abito ad albino bg  scosse di terremoto la prima forte,pos
Terremoto !!!! Daleeeeee durooooo !!!! @RadioLatina,neg
Bella forte questa! #terremoto,pos
#terremoto Bastaaaaaaaaaaaaaa,pos
"VIDEO: La impactante cronologa del terremoto de , en México #Documental ",neg
"@lacamaragye @parosemena @tinocotania @jcarlosaizprua @jfcarpio @MaJosefaCoronel @ALBERTOACOSTAB @NicolleKalil @rhernandeztv @dayannamonroy @VLandetta Del  al , el crecimiento del PIB  fue sostenido, con la crisis global, cada del precio del petrleo y el terremoto, un imprevisto menospreciado en los anlisis. Adems luego de Mahuad, tocamos fondo, solo podamos crecer ... ",neg
#terremoto provincia di TERAMO avvertito forte,pos
Altra scossa di terremoto! Che palle!,pos
Ela falando parece um furaco. Quem olha de fora imagina que vai causar um terremoto. Mas quem conhece sabe que... ,neg
"@DaniloToninelli Mi dispiace per te toninelli, oggi nessun grave incidente ferroviario o inondazione o terremoto con qualche morto. Fattene una ragione la notte è lunga, chissà puoi sperare in qualche attentato o almeno una esplosione di gas. O sennò inventatela, in mezzo alle altre cazzate.",neg
"Un terremoto de magnitud , sacude la costa de Per ",neg
Me gust un video de @YouTube  El Plan Chala  La Cumbia del terremoto en agenda Fox Sport,neg
De cunto fue el terremoto en Japn  Noticias de México y el Mundo    Compartido desde tu tabln de Google,neg
Questo devo ammettere che è stato forte #terremoto,pos
Termin el #rescate tras el #terremoto en #Taiwn! La cifra de #muertos subi a   ,neg
 minuti fa scossa di terremoto violentissima in tutto il centro Italia !!! Roma colpita !!! . ,pos
Me ha gustado un vdeo de @YouTube (  Imgenes del terremoto en Taiwn).,neg
"Mi se che era proprio una scossa di #terremoto ! Ore : a #vazzola , #treviso. Non molto forte ma si è percepita!",pos
"Qué hacer antes, durante y después de un terremoto. ",neg
"VIDEO: La impactante cronologa del terremoto de , en México ",neg
. la scossa di poco fa..accipicchia! #terremoto,pos
Alguien de murcia ha notao un terremoto?,neg
#Milano ha ballato per qualche secondo #terremoto,pos
"Terremoto a Ne, sopra a Chiavari. Percepito in riviera. Lo avete sentito? ... ",neg
Scossa di #terremoto avvertita anche a Campobasso,pos
"Era un terremoto o sono così stanca che barcollo?!? no, barcollava anche la scrivania...",pos
#terremoto a #Milano sentita un'altra scossa lunghissima. Una preghiera x chi e' vicino all'epicentro,pos
"#terremoto, ho appena sentito altra scossa, Bologna , San Ruffillo",pos
Nuova scossa a #Milano #terremoto,pos
Jorge Rodrguez Los Venezolanos Freddy Guevara Pablo Escobar #Sismo #Turqua #Terremoto Grecia Colombianos Joe Biden Cheez Whiz Roland citgo ,neg
Sentito il terremoto?,pos
"Terremoto del Belice,  anni anni dopo cerimonia con Mattarella e iniziative in tutta la Valle ",neg
Terremoto in pianura.. che spavento in piena notte...,pos
adesso l'ho sentita bella lunga!#terremoto aiuto,pos
Gobierno Nacional se solidariza con autoridades mexicanas ante accidente aéreo tras terremoto en Oaxaca. Detalles #VocesySonidos  ,neg
"Vaya sismo se sintio fuerte, pense que se venia terremoto.",neg
"Hoy,  meses después del terremoto ",neg
#Terremoto #Sisma  :: UTC   Magnitude(ML) .     km NW Ussita (MC),neg
Busca al héroe que le salv de morir en un terremoto: Me he convertido en un soldado como t  ,neg
nuova scossa adesso #terremoto,pos
Terremoto del cacchio,pos
Figa ma quanto è durata? #terremoto,pos
"Terremoto, scossa in Calabria: epicentro in Sila tra Cosenza, Rende e Lamezia  ",neg
Trema tutto #Roma #terremoto,pos
@RM Yo hasta me tengo que baar...gordita terremoto. Imparable.,neg
"Hace una hora aproximadamente un terremoto de magnitud , ha golpeado la ciudad turca de #Esmirna y regiones prximas de #Grecia. El temblor ha derribado varios edificios y provocado un pequeo tsunami. Seguimos sin balance de vctimas. ",neg
"Para el terremoto de hace  aos, estaba leyendo el libro Eclipse de la Saga Crepsculo. Hoy, estoy viendo la pelcula basada en ese libro.",neg
As ha quedado un rascacielos tras el terremoto de Taiwn. ,neg
"Scossa di terremoto, si è sentita fortissima a Roma poco fa !",pos
scossa di terremoto a roma pochi minuti fa,pos
#Loltimo  Publican primeros videos del terremoto en Honduras ,neg
@AgenziaAnsa @SkyTG scossa di terremoto a #Roma,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo #Sismo ,neg
#LTIMAHORA: El momento del fuerte terremoto de . en Per ,neg
"Non bastava il terremoto, ci voleva #Pirozzi . #FascioInfame",neg
@NicoSavi sentito anche a Milano. #terremoto,pos
Direi che non ne posso più. #terremoto,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo #Sismo ,neg
"@cviterigualinga @amapolanaranjo @FrankSamaniegoM Que bestias!! A una provincia que mas  NECESITA urgente ayuda por lo del terremoto ,en vez de darles le QUITAN con el pretexto que esos  millones de dolares estn ociosos y q el estado los nececita mas!!! HAY Lenin!!!  ..",neg
Trema tutto. #terremoto,pos
#terremoto lunghissimo! A Rovereto! Ora!,pos
Scossa di terremoto fortissima avvertita anche dentro l'aula di Montecitorio,pos
"Quién te conoce she don't give a fo, mi tema fue terremoto pa tu cola lejos ",neg
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo #sismo ,neg
"Scossa di #terremoto avvertita oggi,  marzo , a #Colleferro e dintorni  ",neg
"En #Japn se cumple el séptimo aniversario del gran #terremoto y #tsunami de marzo de  que dej ms de . muertos o desaparecidos, y condujo a uno de los peores desastres #nucleares de la #historia. #Fukushima ",neg
#terremoto stavolta sentita!! Forte a Milano.,pos
". Terremoto en #Turqua deja al menos  fallecidos, decenas atrapados y cientos de heridos. Magnitud con efecto en Bulgaria y Macedonia Norte. ",neg
Fortissimo #terremoto a Mantova!il mio letto si è spostato dal muro...e io non sono per niente leggera!,pos
Questo l'ho sentito pure in scooter. #terremoto,pos
@LaraMamani Un terremoto que te pegue un tiro en la cabeza?,neg
Terremoto a roma: Grandi oscillazioni nei piani alti,pos
Terremoto de magnitude de . atinge Oeste do Ir...  ,neg
"VIDEO: La impactante cronologa del terremoto de , en México #documental ",neg
Ya vendr otro terremoto y andarn buscando culpables. ,neg
Presunto terremoto masivo en el Cinturn de Fuego del Pacfico ...  va @noticiashoycc,neg
"El terremoto de . en el Caribe, . La historia podria repetirse como . Centro Sur de Chile ",neg
Ebbasta!!! #Terremoto,pos
Participacin del Arq. Juvenal Zambrano Director de Planificacin del .@MunicipioManta participa con ponencia sobre Manta Post Terremoto Planes Proyectos y obras a diciembre . #Manta #Manabi @baseplan @franciblanc @MiguelCaminoS ,neg
William  La terra trema anke a Casale Monferrato #terremoto ..al terzo piano si fa sentire..  CWellss,pos
"@PacoAlmanzor Que llegar el agua, no lo he escuchado. S que alguna torre de iglesia hubo que repararla por el terremoto. San Mateo, creo.",neg
Scossa di magnitudo . in provincia di #Macerata. Epicentro nel comune di Muccia   #terremoto ,neg
Terremoto in Carnia: la Protezione Civile esclude danni  @ProtCivRegFVG,neg
#TierraDeNadie pensé que estaba la terremoto de Alcorcn ,neg
Minha me falando q teve terremoto em So Paulo e que era pr'eu comprar passagem pra ir morar com ela se acontecesse algo parecido no Rio kkkk. Agora estou eu aqui falando sobre placas tectnicas e ondas ssmicas com a minha me kkk,neg
"@AAsvat @Rgmarcos @luisoro @superlenin Bloody well true, dear lass! Yo viv en persona el terremoto de Bocas del ' (y parecidos), en la capital todava no saben lo que es eso... sienten uno de . y creen que es el Apocalipsis ",neg
Giussano avvertita forte scossa  #Terremoto,pos
An recuerdo cuando en el  al comienzo daban como magnitud del terremoto  grados con epicentro Lima ,neg
#terremoto avvertito a #milano,pos
#TERREMOTO NUOVA FORTE SCOSSA!!!!!! ,pos
Che scossa di #terremoto!,pos
"TERREMOTO TAIWAN, CROLLATO UN ALBERGO/ Ultime notizie video, sisma M .:  morti e più di  feriti (Il  ",neg
... Pensa a tutti suoi amici a Parma! #terremoto #terremotoamilano,pos
Allora non sono pazza io: twitter mi conferma il #terremoto.,pos
Altro terremoto.........,pos
me encanta la marca especial que tengo pensada para arvey porque es bsicamente triplicar la fuerza con cada golpe que se de con el arma  el problema es que se le jode la resistencia pero es la polla hacer un terremoto,neg
El terremoto italiano  @ctxtes ,neg
Sta mano l'ho sentito pure io #terremoto,pos
En Turqua viven la desgracia. El terremoto fue muy fuerte y tienen un tsunami. ,neg
Terremoto fortissimo,pos
La Ciudad de México se hundi  centmetros tras el terremoto del  de septiembre: cientficas    ,neg
@RealBetis Eso es el terremoto llamado Sevilla fc,neg
Quando finisce questo MERDOSISSIMO anno bisestile???  #Terremoto  #Turchia ,neg
"socorro, otro terremoto, esta vez ha sido ms fuerte",neg
Queda de helicptero aps terremoto deixa  mortos no México ,neg
scossa di #terremoto avvertita anche a #Genova,pos
"@Anivlissalta @Pontifexes Noooo. Cuando esté dando algn mensaje ,Dios se va a enojar y va a enviar un terremoto.",neg
Ms de  desaparecidos tras terremoto en Taiwn:  a través de @YouTube,neg
":  Terremoto, scossa di magnitudo  in Francia: trema anche la Liguria ",neg
#terremoto altra scossa varese,pos
Scossa parecchio lunga #terremoto,pos
Un'altra scossa #terremoto,pos
Terremoto en Espaa y Portugal  .,neg
#terremoto a Milano avvertita altra scossa,pos
Terremoto forte scossa castelplanio prov ancona. Lungo,pos
#Peru #Terremoto #Temblor #Sismo ,neg
A Roma sentito #terremoto,pos
Scossa molto forte anche a pescara #terremoto,pos
Apperò #terremoto abbastanza forte da svegliarmi.,pos
" aos atras dorma en pelotas mientra comenzaba el terremoto, como perda el equilibrio al querer colocarme los boxer, tuve que arrancar as. Las hueas que uno recuerda.",neg
#Terremoto questa a Rozzano si è sentita forte!,pos
#terremoto  Scossa a Como sentita per bene.,pos
"@agarsal @SismosPeruIGP Mira, desde la propia Gobernadora de #Arequipa regin del epicentro del #Terremoto hace saber su crtica ante lo TARDO de la informacin sobre éste. Facebook o una APP no es el #Per se debe reportar desde TODAS las fuentes oficiales. Yo q lo sent desde #Ica esperaba noticias.",neg
Terremoto ancora.,pos
oddio il terremoto D: L'avete sentito anche voi? D:,pos
Svegliata di colpo dal #terremoto di cinque minuti fa...Ma quanto è durata questa scossa?,pos
Posible terremoto de . a  km de Kakioka a la : UTC.,neg
"Entorpecer nosso povo com imbecilidades televisivas é a falsa soluo para quem quer se perpetuar no poder. Vem a, um terremoto. Um salvese quem puder. O povo est se fingindo de morto. Quem circula junto a massa sabe o que nos espera.",neg
 ::  km M.   #earthquake #Japan # #terremoto,neg
#Terremoto Pescara colpo fortissimo ma tutto ok,pos
"#VIDEO  #Terremoto de magnitud , sacude a Grecia y Turqua   ",neg
Impanicata da terremoto. Gemelle dormono beate,pos
"@RoxanaRita La naturaleza es impredecible y quiera Dios q unca conozcamos la fuerza destructora de un terremoto. Mantengamos siempre uns pequea maleta con ropa, medicamentos, agua y artculos de primera necesidad, solo por precaucin, en hogares donde hay nios, adultos mayores y mascotas.",neg
México evala daos por terremoto a medida que fluye ayuda en zonas afectadas           ,neg
Scossa di terremoto fortissima a Roma adesso. .,pos
#Terremoto #mirandola altra scossa tremenda. Sono crollati i vetri delle aziende dove sono io in XXV luglio,pos
#Terremoto leve en SO de Tazacorte.Ilp a las :   ,neg
Ore .: mi sembrerebbe un terremoto. Si muoveva il letto e tremavano le ante,pos
Retweeted Sismologia Mundial (@SismoMundial):  AHORA  Fuerte Terremoto M. en la Costa Meridional del Per con... ,neg
"VIDEO: La impactante cronologa del terremoto de , en México ",neg
AHORA: En . Richter se punta el terremoto que sacudi esta tarde al centro de México.,neg
#Grecia #Turquia En Atenas hemos sentido un #terremoto . en Richter con epicentro entre la isla de Samos y la ciudad turca de Esmirna. En Samos hay algunos edificios daados pero de Esmirna llegan fotos como esta. ,neg
#terremoto #perugia lunga scossa .,pos
Concluyen rescates tras el terremoto enTaiwn  ,neg
@aletocqueville @Zippolrr @fvitale @europainitalia Ti ho fatto una domanda. Come ha fatto il Giappone a gestire la crisi dovuta a terremoto ?,neg
"VIDEO: La impactante cronologa del terremoto de , en México ",neg
"Terremoto nelle Isole Eolie alle due di notte, nessun danno   ",neg
acabo de notar un temblor en cordoba... o es pq vivo en un sexto y se nota mas?  #Terremoto,neg
"Capilla del Colegio Inmaculada Concepcin  en ruinas. Puerto Varas, terremoto de .  #Chile #PuertoVaras ",neg
Bella scossa di #terremoto a san marino. Il capannone industriale dov'ero si è mosso tutto.,pos
@robertamilano: #terremoto dunque sentito forte a Venezia Milano Bologna genova padova,pos
"@rovaray @Chileokulto @mbachelet Conozco Hait y me gustara que estos ignorantes egostas vieran a ese pueblo que ha sido abofeteado por un terremoto descomunal y la pobreza y que siguen siendo tan alegres, dignos, esforzados, trabajadores y optimistas .. por eso vienen, porque an tienen esperanzas",neg
Se le cose stanno così.  Non si può dire altro. Mi inchino di fronte a questo artista. #Baglioni #Sanremo  Claudio Baglioni dona . euro alle vittime del terremoto: Le mie radici affondano qui ,neg
"@SanjuanaMtz Si estn en la misma Sintona, Animo, Conviccin etc... como en el terremoto ( de Sep ) sin duda seran factor de cambio para bien de Méx",neg
@exposedelu adm da rt aqui #OrdemParanormal #VoleiNoSporTV #FelipeNetoDitador #TheMandalorian #BORDERDAYONE #BLACKPINK #THEBLACKCATNERO #izmir #Terremoto #deprem #Hercai #Halloween #ExpressFridayVigil #earthquake #Mandalorian  ,neg
Minchia che scossetta de terremoto,pos
"#Terremoto, cazzo se è stata forte.........",pos
Ancora scossa #terremoto,pos
#terremoto bastaaaaaa...,pos
#terremoto altra scossa proprio ora #borgoabuggiano,pos
"#terremoto epicentro pare fra Terni e Perugia, si è sentito da Roma ad Ancona.",pos
Ha habido un terremoto en Turqua. El karma.,neg
#terremoto ora a Roma,pos
#terremoto un' altra botta brescia,pos
ho un terremoto nel culp lo ammett   ,neg
"(Terremoto ML . il  ore : a  km NW Capizzi (ME), tremori anche a Cerami, Sperlinga, Nicosia e... ",neg
"RT @alinomilan: altra scossa di terremoto a Milano, ora!",pos
Este é o maior terremoto das ltimas décadas registrado na Califrnia.    ,neg
"Mi lado oscuro dice que si un terremoto no deja muertos entonces no debe ser tenido como noticia, como tampoco debe ser tenida por buena pelcula la que no ponga muertos.",neg
"En caso de un terremoto con epicentro en Oaxaca, las alertas no sonaran en la Ciudad de México. Pese a los dos... ",neg
Grande scossa di #terremoto a #Milano.,pos
Fuerte terremoto sacudi Alaska: Levantan la alerta de tsunami ,neg
"(ANSA)  ROMA   ROMA,  MAG  Potrebbe essere la rottura di una nuova faglia all'origine del terremoto di... ",pos
Svegliato dal #terremoto,pos
Ho amici che abitano alle estremità della pianura padana e tutti sentiamo la terra vibrare. #terremoto,pos
Terremoto Centro Italia: scossa avvertita tra Umbria e Marche MAPPE e DATI INGV   #Terremoto #Centro #Italia: #scossa  ,neg
"A las . GMT se ha registrado un #terremoto de magnitud , (segn el clculo provisional) con epicentro en Arriolas, en el centro de #Portugal, a una profundidad de  km, que ha sido ampliamente sentido en Extremadura y zonas de Andaluca occidental.  ",neg
"Terremoto forte, speriamo no danni+++",pos
Leggero #Terremoto M. epicentro  km W Forni di Sotto (UD) alle :: (:: UTC) ,neg
@LucaBizzarri sentita anche a #Verona. La mamma che prende paura é terrorizzante! #terremoto,pos
En Bar Pajarito! Con su terremoto includo... @ChilentinaMaru @jmguerra ,neg
Nuova scossa (Milano Centro) #terremoto,pos
"#terremoto . Milano, altra forte scossa di almeno  secondi",pos
#terremoto basta,pos
Minchia che scossa! #terremoto #genova,pos
Altra scossa avvertita anche a Milano proprio poco fa! #Terremoto,pos
La multiplicacin de las tarjetas: Bansefi clona damnificados del terremoto  va @Pajaropolitico,neg
"Succede solo in Italia: Sibilia (MS) ne chiede labolizione ma la maggioranza si oppone... A che serve un Commissario straordinario per un terremoto di  anni fa, se non a garantire una poltrona d'oro da . Euro ad uno di loro??  Il... ",neg
#terremoto sentito forte e chiaro a #roma: mi tremava la sedia,pos
"(AMPLIACIN) Un terremoto de magnitud , sacude Pohang, siendo el mayor temblor en  meses ",neg
M.IRAN OCCIDENTAL .km // :: UTC #Sismo #Terremoto (G) (USGS),neg
Il terremoto,pos
"Nunca pude estar en un terremoto gracias a dios, pero no me imagino la desesperacion de una persona en el medio de uno, los nervios y la preocupacion por la familia, los amigos, la mascota, la gente del lugar... ojala nunca me toque una experiencia asi y le deseo igual a todos",neg
Sino morimos del #Sismo #Terremoto #Temblor o como le quieran llamar moriremos del p...  #Susto  #AlertaSismica,neg
Ha appena fatto una scossa di terremoto allucinante.... Ho paur,pos
Scossa di terremoto a #milano non sembra forte ma decisamente lunghetta,pos
"@aldanazandra @MiriamM Terremoto del otro lado del charco, olvide los lugares exactos",neg
@Emergenza avvertito terremoto #Pescara,pos
#Terremoto leve en Montn (Castelln/Castell) a las :   ,neg
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo #sismo ,neg
ancora terremoto! anche più forte di prima!,pos
"Terremoto magnitudo , in Messico: epicentro nel sudovest ",neg
"Terremoto, sequestrato centro polivalente a Norcia: indagato Stefano Boeri ",neg
#terremoto a #milano. Ho sentito tremare il lettoo,pos
sentito bene terremoto a treviso,pos
Nuova scossa lunghissima... #terremoto,pos
@rodrisan @joseestebanca Puto terremoto de mierda hijo de puta xDDD,neg
Porca miseria che cacchio di scossa di #terremoto,pos
Las fotos del terremoto de magnitud . en la escala de Richter que sacude a Turqua y Grecia ,neg
Stavo studiando la prima guerra mondiale quando all'improvviso è arrivata una bella scossa di terremoto,pos
Este domingo se registr un terremoto en Per   ,neg
Ancora una scossa #terremoto #Milano ....,pos
Un gran terremoto est a punto de golpear EE.UU.? Enjambre de  minisismos sacude en solo  das ,neg
E sti cazzi #terremoto,pos
Pnico en el mundo: se avecina aterrador terremoto que acabara con medio planeta?  HSB Noticias  ,neg
é stato un terremoto? No sto sbiancando,pos
Trabajadores de la organizacin Oxfam contrataron a prostitutas en Hait durante la operacin de ayuda después del terremoto de . Informacin de @NewsweekEspanol ,neg
@JUANMAYEPEZ @EXPRESOEC @EXTRAEC ESTIMADO LIC. JUAN MANUEL YEPEZ UDS SIEMPRE HAN APOYADO GENTE SANA EL UNICO CONCEPTO GLOBAL DE SALUD Y CULTURA DE LA NACION.fAVOR  DESIGNE UD EQUIPO DE COBERT. PARA EXPLICARLES COMO SE TRABAJO TERREMOTO DE MANTA.AB...  ES IMPORTANT,neg
 yo seria un terremoto andante ,neg
#Terremoto ora sentito a Roma.,pos
@Wellida @Mimiot Parece que hubiera un terremoto me meo ,neg
"un'altra scossa, un altro crollo di una palazzina a Cavezzo #terremoto",pos
"#Terremoto fuerte en San Pedro Mixtepec Distrito , (Oaxaca). :   ",neg
Scossa #terremoto. Ancora,pos
Scossa sentita a Rimini! #Terremoto,pos
O que é esse terremoto perto da tremedeira que eu sinto quando chego perto de vc.  Isso que vc compartilhou sou eu perto de vc....  Eitaa. Olha a presso alta. hahahaha ,neg
ODDIO C'È APPENA STATO IL TERREMOTO,pos
A Roma si è sentito bene. Di nuovo. Spero stiate tutti bene.  #terremoto,pos
Terremoto a Roma. Ha tremato la casa e la porta. Ho chiamato mia madre in Umbria e dice che ha tremato il letto fortissimo. #terremoto,pos
"@LaVanguardia Pues como no sea  un gran terremoto,  que poca vergenza tienen",neg
Pobres de esas mujeres que TIENEN que usar tacones... Por dress code o por moda. A dems de poco saludable ahora todas se quejan de que no pueden correr si hay terremoto  tan bonito que es ir a la ofi con tenis.,neg
"Terremoto en México, , M epicentro Oaxaca... alarmas antissmicas en cd. de México #UltimaHora",neg
"Terremoto nella sanità Trentina:  indagati per corruzione, turbativa ...  la VOCE del ",neg
Terremoto blanco  ,neg
Mi ha svegliato una scossa di #terremoto!,pos
Viterbo  Tre lievi scosse di terremoto questa mattina a Proceno. ,neg
Forte scossa di #Terremoto vicino #Ascoli verso #Umbria ,pos
Gilmar Mendes volta à Brasilia para salvar Lula e provoca terremoto  via @YouTube,neg
Sentito...#terremoto anche a #marinadicarrara #massacarrara  #Toscana. #epicentro? #danni? #cose? #persone? ,pos
A situao do Brasil melhorou tanto que est até importando terremoto da Bolvia. ,neg
"@GiovaneItaliaTw si mobiliti per #terremoto in Emilia, come già fatto in Abruzzo. @GiorgiaMeloni @AngieCalabria",pos
#terremoto a Venezia,pos
Ci mancavano i #massoni! #Marche #Terremoto #TerremotoCentroItalia ,neg
"Imagen del Marshal Hotel, de cuatro estrellas y cerca de  habitaciones, ubicado en #Hualien, que se ha venido parcialmente abajo en #Taiwn tras el #terremoto de magnitud ..  va @weatheres",neg
E sta scossa di terremoto?? Mica piccola!,pos
Merda che terremoto!,pos
"Parece que la probabilidad de que haya un terremoto fuerte no es ms alta durante luna llena que durante cualquier otro da del calendario lunar. Sin embargo, la supersticin contina. ",neg
altra scossa di #terremoto a #firenze,pos
Oggi mi sono spaventata un po' di più #terremoto,pos
A parte il terremoto... Ca fatt l'Inter?,neg
@adnradiochile #CiudadanoADN  @AHoffmannv @carlococina Esa noche antes del temblor mi abuela tuvo una pesadilla y me pidi que me acostara con ella. Vino el Terremoto la abrace y no nos levantamos. Twitter fue muy importante en ese evento.,neg
#terremoto // ::UTC ALBORN SUR mag=. prof=km clculo revisado ,neg
#terremoto #perugia lunghissimo,pos
.   km al NE de Calama  #Terremoto #Temblor  #sismos #chile #sismo,neg
No ancora terremoto....,pos
"Emiten alerta de tsunami en Indonesia por terremoto de magnitud ,  ",neg
"@ularosa @elcomercioperu Recién me conecto ,es una triste noticia,por otro lado la noticia buena es que est bien después del terremoto en su pas.",neg
